Transposon_Name	orientation_is_5prime	Transposon_min_Start	Transposon_max_End	Transposon_Family	Transposon_Super_Family
AT1TE38955	true	12022702	12022870	ATHATN4	DNA/HAT
AT1TE53170	false	16143371	16145661	ATREP10D	RC/Helitron
AT1TE63190	true	19073026	19073193	ATCOPIA96	LTR/Copia
AT1TE41075	true	12601906	12602071	ATHATN10	DNA/HAT
AT1TE78180	true	23749099	23749264	RathE1_cons	RathE1_cons
AT1TE55085	false	16698150	16698313	ATCOPIA42	LTR/Copia
AT1TE72490	false	21956886	21957049	RathE1_cons	RathE1_cons
AT1TE53885	true	16351946	16352111	TAG2	DNA/HAT
AT1TE02465	true	758535	760505	ATREP5	RC/Helitron
AT1TE58185	false	17550962	17551066	ATREP4	RC/Helitron
AT1TE79760	false	24252358	24252521	ATDNAI27T9C	DNA/MuDR
AT1TE65705	true	19876058	19876222	ATHAT1	DNA/HAT
AT1TE73025	false	22113477	22113512	HELITRONY3	RC/Helitron
AT1TE50395	false	15311897	15312018	ATREP18	DNA
AT1TE67440	true	20420944	20421109	ARNOLD2	DNA/MuDR
AT1TE65820	false	19909541	19909695	ATTIR16T3A	DNA
AT1TE54360	true	16477001	16477163	HELITRONY1A	RC/Helitron
AT1TE50845	false	15409979	15410100	ATREP18	DNA
AT1TE78740	false	23932027	23932189	HELITRON2	RC/Helitron
AT1TE69865	false	21132485	21133186	ATREP10B	RC/Helitron
AT1TE46005	false	14008089	14008253	ATHILA8B	LTR/Gypsy
AT1TE70150	false	21228851	21229015	RathE1_cons	RathE1_cons
AT1TE45370	false	13837843	13838008	RathE3_cons	RathE3_cons
AT1TE45695	true	13915200	13917482	ATHILA3	LTR/Gypsy
AT1TE42470	false	13023622	13023787	ATENSPM9	DNA/En-Spm
AT1TE37280	true	11523417	11523517	ATENSPM3	DNA/En-Spm
AT1TE07970	true	2444684	2444851	ATGP8	LTR/Gypsy
AT1TE51290	false	15586798	15586942	ATHILA8A	LTR/Gypsy
AT1TE52275	false	15886143	15886308	ATREP10D	RC/Helitron
AT1TE62960	true	19003177	19003344	ATCOPIA68	LTR/Copia
AT1TE54565	false	16548027	16548070	ATREP15	RC/Helitron
AT1TE52085	false	15816322	15821314	ATCOPIA49	LTR/Copia
AT1TE43915	false	13430810	13430974	ATDNA1T9A	DNA/MuDR
AT1TE50775	true	15378553	15387615	ATLANTYS2	LTR/Gypsy
AT1TE39985	false	12299182	12299344	ATDNA12T3_2	DNA
AT1TE75010	true	22751639	22751805	ATLINE1_4	LINE/L1
AT1TE45270	true	13811478	13811632	HELITRONY1D	RC/Helitron
AT1TE37685	false	11644394	11644558	RathE1_cons	RathE1_cons
AT1TE79630	true	24214995	24215152	TNAT1A	DNA
AT1TE76830	false	23312999	23313154	ATCOPIA13	LTR/Copia
AT1TE17315	true	5357354	5357511	ATTIRTA1	DNA/Tc1
AT1TE81350	false	24769687	24769834	TA11	LINE/L1
AT1TE75780	false	22991840	22994059	ATREP3	RC/Helitron
AT1TE44000	true	13453497	13453646	ATHATN3A	DNA/HAT
AT1TE42495	true	13029063	13029212	DT1	DNA/Mariner
AT1TE39725	true	12231360	12231480	ATREP4	RC/Helitron
AT1TE38455	true	11863832	11863981	HELITRONY3	RC/Helitron
AT1TE38600	false	11927029	11927176	ATCOPIA56	LTR/Copia
AT1TE61105	true	18434666	18434750	ATREP10D	RC/Helitron
AT1TE26660	false	8276347	8276494	HELITRONY3	RC/Helitron
AT1TE70205	true	21250040	21250188	ATREP10A	RC/Helitron
AT1TE46075	true	14027020	14027168	ATHAT1	DNA/HAT
AT1TE01745	false	540269	540416	ATREP14	RC/Helitron
AT1TE77795	true	23623522	23623671	ATLINE2	LINE/L1
AT1TE54055	false	16405586	16405733	ATCOPIA58	LTR/Copia
AT1TE61635	true	18599360	18599462	HELITRONY3	RC/Helitron
AT1TE37220	false	11508353	11508500	VANDAL7	DNA/MuDR
AT1TE36690	true	11342815	11342964	ATHPOGO	DNA/Pogo
AT1TE78075	true	23711253	23711402	VANDAL22	DNA/MuDR
AT1TE54700	true	16595997	16596124	VANDAL9	DNA/MuDR
AT1TE53300	false	16168194	16170418	ATCOPIA29	LTR/Copia
AT1TE60635	true	18299773	18299924	ATREP6	RC/Helitron
AT1TE43940	true	13434452	13434603	ATDNA1T9A	DNA/MuDR
AT1TE41270	true	12636723	12636874	ATREP3	RC/Helitron
AT1TE42265	true	12963566	12963716	RathE1_cons	RathE1_cons
AT1TE36635	false	11325952	11326100	ATCOPIA21	LTR/Copia
AT1TE38135	true	11767345	11767449	ATHPOGON3	DNA/Pogo
AT1TE40585	true	12468973	12469066	ATREP10C	RC/Helitron
AT1TE54545	false	16543130	16543277	TSCL	LINE?
AT1TE54530	false	16539823	16539970	TSCL	LINE?
AT1TE64310	false	19415246	19415392	RathE3_cons	RathE3_cons
AT1TE70860	true	21471749	21471898	VANDAL20	DNA/MuDR
AT1TE69970	false	21168326	21168474	ATREP3	RC/Helitron
AT1TE42260	true	12963538	12963565	RathE1_cons	RathE1_cons
AT1TE18950	false	5862802	5862941	VANDAL8	DNA/MuDR
AT1TE53890	true	16352973	16353121	ATHATN1	DNA/HAT
AT1TE57665	true	17409423	17409571	ATLANTYS3	LTR/Gypsy
AT1TE21135	true	6515318	6515466	HELITRONY1E	RC/Helitron
AT1TE54640	true	16581796	16581942	ATENSPM5	DNA/En-Spm
AT1TE03195	true	977203	977233	ATREP5	RC/Helitron
AT1TE70630	true	21392851	21392997	VANDAL16	DNA/MuDR
AT1TE35540	false	11006532	11006659	RathE3_cons	RathE3_cons
AT1TE44330	false	13544555	13544699	VANDAL16	DNA/MuDR
AT1TE31425	true	9762608	9762754	RathE3_cons	RathE3_cons
AT1TE31575	true	9815535	9815681	ATREP10D	RC/Helitron
AT1TE47365	true	14392569	14394783	ATHILA3	LTR/Gypsy
AT1TE47145	true	14346918	14349130	ATHILA3	LTR/Gypsy
AT1TE57120	false	17229160	17229303	RathE1_cons	RathE1_cons
AT1TE84970	true	25929541	25929686	ATCOPIA30	LTR/Copia
AT1TE19790	false	6122834	6122862	HELITRONY3	RC/Helitron
AT1TE79870	true	24294769	24294914	ATHATN2	DNA/HAT
AT1TE71905	true	21784072	21784217	ATCOPIA87	LTR/Copia
AT1TE71840	true	21765453	21765598	ATCOPIA87	LTR/Copia
AT1TE72010	true	21820330	21820475	ATCOPIA87	LTR/Copia
AT1TE84355	true	25728938	25729089	ATLINE1_6	LINE/L1
AT1TE06655	true	2030569	2030715	ATIS112A	DNA/Harbinger
AT1TE77505	false	23537848	23537992	ATDNAI26T9	DNA/MuDR
AT1TE84070	false	25639635	25641849	ATDNAI27T9B	DNA/MuDR
AT1TE86265	true	26333339	26333486	HELITRONY1B	RC/Helitron
AT1TE44355	false	13549777	13549900	ATREP1	RC/Helitron
AT1TE54070	false	16406570	16406716	ATCOPIA58	LTR/Copia
AT1TE28580	true	8851193	8851341	ATDNAI27T9C	DNA/MuDR
AT1TE13305	true	4093261	4093293	DT1	DNA/Mariner
AT1TE20030	false	6196273	6196418	ATREP15	RC/Helitron
AT1TE20970	true	6466829	6466976	ATLINE1_4	LINE/L1
AT1TE47605	true	14459460	14461676	ATHILA3	LTR/Gypsy
AT1TE71955	true	21801805	21801951	ATCOPIA87	LTR/Copia
AT1TE72065	true	21838063	21838209	ATCOPIA87	LTR/Copia
AT1TE73435	false	22236787	22236931	ATLINE1A	LINE/L1
AT1TE21845	true	6759701	6759761	ATHPOGON1	DNA/Pogo
AT1TE43890	false	13421804	13421949	VANDAL18NA	DNA/MuDR
AT1TE42780	true	13097249	13097396	ATHPOGON1	DNA/Pogo
AT1TE23650	true	7323476	7323623	ATREP3	RC/Helitron
AT1TE66710	false	20186872	20187021	ARNOLD2	DNA/MuDR
AT1TE43935	true	13433621	13433658	ATDNA1T9A	DNA/MuDR
AT1TE39495	true	12166868	12167019	ATGP8	LTR/Gypsy
AT1TE57280	true	17279564	17279719	ATDNAI27T9C	DNA/MuDR
AT1TE41735	true	12813938	12816180	ROMANIAT5	LTR/Copia
AT1TE43525	false	13313364	13313433	ATREP4	RC/Helitron
AT1TE40965	false	12573376	12573529	ATDNAI26T9	DNA/MuDR
AT1TE36110	true	11172037	11172192	ATIS112A	DNA/Harbinger
AT1TE58530	false	17633145	17633298	ATREP10D	RC/Helitron
AT1TE51960	false	15768497	15770736	ATENSPM4	DNA/En-Spm
AT1TE86440	false	26397615	26397696	BRODYAGA2	DNA/MuDR
AT1TE12525	true	3851788	3851943	BRODYAGA2	DNA/MuDR
AT1TE53285	true	16167803	16167957	ATGP8	LTR/Gypsy
AT1TE52565	true	15947122	15947177	ATREP4	RC/Helitron
AT1TE01915	true	588055	588182	ATREP5	RC/Helitron
AT1TE80870	false	24617951	24618103	ATTIRX1A	DNA
AT1TE42155	true	12930132	12930287	ATCOPIA68	LTR/Copia
AT1TE15890	true	4908296	4908451	ATCOPIA68	LTR/Copia
AT1TE63675	true	19218075	19218229	ATCOPIA96	LTR/Copia
AT1TE04660	false	1430272	1430424	TAG2	DNA/HAT
AT1TE16275	true	5030107	5030262	ATIS112A	DNA/Harbinger
AT1TE43055	false	13192871	13193025	VANDAL6	DNA/MuDR
AT1TE64945	true	19636162	19636319	HELITRONY2	RC/Helitron
AT1TE64145	true	19364215	19364372	HELITRONY1D	RC/Helitron
AT1TE40365	false	12410498	12411549	ATCOPIA57	LTR/Copia
AT1TE34430	false	10646088	10646144	ATHATN3	DNA/HAT
AT1TE96850	true	29611562	29611719	TAG2	DNA/HAT
AT1TE55885	true	16877827	16877907	ATREP6	RC/Helitron
AT1TE00835	true	257687	257709	AT9NMU1	DNA/MuDR
AT1TE02160	false	664383	664538	META1	LTR/Copia
AT1TE53850	false	16348627	16348770	TNAT1A	DNA
AT1TE80800	true	24602906	24602985	ATREP10D	RC/Helitron
AT1TE54920	true	16659529	16659685	BRODYAGA1A	DNA/MuDR
AT1TE67480	false	20432159	20432312	RathE1_cons	RathE1_cons
AT1TE52980	false	16093987	16094141	ATHILA4	LTR/Gypsy
AT1TE71670	true	21719460	21719616	ATREP10	RC/Helitron
AT1TE58875	true	17727055	17727204	RP1_AT	DNA
AT1TE44510	true	13591829	13591985	ATHILA4A	LTR/Gypsy
AT1TE30865	true	9582443	9582536	ATREP11	RC/Helitron
AT1TE82740	true	25212832	25212986	HELITRON2	RC/Helitron
AT1TE56260	true	16987716	16989955	ATREP5	RC/Helitron
AT1TE43220	false	13230842	13230992	META1	LTR/Copia
AT1TE37075	true	11457202	11457354	HELITRON1	RC/Helitron
AT1TE35870	true	11103434	11103586	ATHAT1	DNA/HAT
AT1TE20310	false	6272450	6272600	ATIS112A	DNA/Harbinger
AT1TE53230	true	16156712	16156864	RathE1_cons	RathE1_cons
AT1TE94320	true	28836494	28836646	LIMPET1	DNA/MuDR
AT1TE23835	true	7393252	7393404	VANDAL14	DNA/MuDR
AT1TE68755	true	20819433	20819585	ATREP7	RC/Helitron
AT1TE33465	true	10349201	10349353	VANDAL5	DNA/MuDR
AT1TE75320	true	22850190	22850341	ATLINE1_6	LINE/L1
AT1TE18775	false	5807742	5807891	ATDNAI27T9B	DNA/MuDR
AT1TE90080	false	27531284	27531434	HELITRONY1D	RC/Helitron
AT1TE78990	false	24012370	24012519	ATSINE4	SINE
AT1TE52675	false	15980798	15980948	ATHATN5	DNA/HAT
AT1TE80945	true	24645032	24645065	ATREP4	RC/Helitron
AT1TE78410	true	23819472	23819623	ATCOPIA11	LTR/Copia
AT1TE17320	false	5359022	5359174	RathE3_cons	RathE3_cons
AT1TE38760	true	11975470	11975496	ATREP3	RC/Helitron
AT1TE11100	false	3413099	3413250	RP1_AT	DNA
AT1TE01615	false	499135	501371	ATREP3	RC/Helitron
AT1TE02470	true	760506	760660	ATREP3	RC/Helitron
AT1TE24975	true	7766430	7766584	ATSINE2A	SINE
AT1TE58605	true	17653237	17653391	ATREP11	RC/Helitron
AT1TE45955	false	13991689	13994017	ROMANIAT5	LTR/Copia
AT1TE71780	false	21753390	21753542	ATCOPIA67	LTR/Copia
AT1TE94300	false	28827195	28827347	HELITRONY1E	RC/Helitron
AT1TE57205	true	17252653	17252806	ATGP1	LTR/Gypsy
AT1TE57430	false	17332294	17332445	HELITRONY1B	RC/Helitron
AT1TE11605	true	3564974	3565127	ATTIR16T3A	DNA
AT1TE42650	true	13061427	13061580	ATREP11	RC/Helitron
AT1TE36720	false	11352406	11352552	ATREP10B	RC/Helitron
AT1TE41385	false	12691421	12691532	VANDAL14	DNA/MuDR
AT1TE45895	false	13979641	13981876	HELITRONY1E	RC/Helitron
AT1TE61945	true	18693072	18693225	HELITRON1	RC/Helitron
AT1TE38360	true	11836740	11836893	VANDAL5	DNA/MuDR
AT1TE51215	false	15557534	15559659	ATHILA	LTR/Gypsy
AT1TE51400	true	15624446	15624480	ATHILA4	LTR/Gypsy
AT1TE37920	true	11706323	11706445	HELITRONY1A	RC/Helitron
AT1TE56175	false	16968378	16968465	ATREP5	RC/Helitron
AT1TE41595	true	12762392	12762481	ATREP4	RC/Helitron
AT1TE38785	true	11983040	11983078	ARNOLDY2	DNA/MuDR
AT1TE70770	true	21439107	21439196	ATHPOGON3	DNA/Pogo
AT1TE15100	true	4660723	4660763	HELITRONY3	RC/Helitron
AT1TE00470	false	154331	154418	ATLINE1_3A	LINE/L1
AT1TE86160	false	26304986	26305011	ATDNA2T9C	DNA/MuDR
AT1TE29080	false	9023713	9023800	ATDNAI27T9A	DNA/MuDR
AT1TE34010	true	10524679	10524717	BRODYAGA2	DNA/MuDR
AT1TE60200	true	18165827	18165915	VANDAL20	DNA/MuDR
AT1TE51755	false	15721178	15721254	BRODYAGA1A	DNA/MuDR
AT1TE51220	false	15559660	15559746	ATHILA6B	LTR/Gypsy
AT1TE81530	false	24822471	24822535	ATREP10C	RC/Helitron
AT1TE45185	true	13796033	13796397	ATGP5	LTR/Gypsy
AT1TE02260	false	696359	696446	ATREP2A	RC/Helitron
AT1TE44545	true	13600945	13601035	ATHILA4C	LTR/Gypsy
AT1TE51310	true	15594102	15594925	ATHILA4A	LTR/Gypsy
AT1TE94210	true	28793352	28793442	VANDAL8	DNA/MuDR
AT1TE58285	true	17563097	17563188	ATREP10A	RC/Helitron
AT1TE45540	false	13881564	13881653	ATREP10D	RC/Helitron
AT1TE40795	true	12527568	12527659	ATREP11A	RC/Helitron
AT1TE81805	false	24899623	24899712	ATREP19	DNA
AT1TE60740	true	18324372	18326405	ATREP10D	RC/Helitron
AT1TE80415	true	24484764	24484855	ATCOPIA37	LTR/Copia
AT1TE99340	true	30381109	30381200	ATHATN3	DNA/HAT
AT1TE67645	false	20475899	20477927	ATGP2N	LTR/Gypsy
AT1TE67145	false	20317600	20317688	HELITRON5	RC/Helitron
AT1TE78215	true	23757428	23757459	ATREP10D	RC/Helitron
AT1TE47270	false	14367378	14367466	ATDNA12T3A	DNA
AT1TE70700	false	21418459	21418545	ATLINE1_6	LINE/L1
AT1TE47490	false	14413031	14413119	ATDNA12T3A	DNA
AT1TE12305	true	3790753	3790843	ATCOPIA46	LTR/Copia
AT1TE67865	true	20540948	20541038	ATLINE1A	LINE/L1
AT1TE79555	true	24189410	24189500	ATREP15	RC/Helitron
AT1TE71800	false	21755256	21755276	VANDAL1N1	DNA/MuDR
AT1TE84245	true	25696501	25698524	SIMPLEGUY1	DNA/Harbinger
AT1TE40890	true	12550033	12550121	ATREP11	RC/Helitron
AT1TE69725	true	21105189	21105256	ATREP10D	RC/Helitron
AT1TE52950	true	16080534	16089067	ATENSPM6	DNA/En-Spm
AT1TE13370	false	4111033	4111110	ARNOLDY2	DNA/MuDR
AT1TE58690	true	17674495	17674582	ATREP11A	RC/Helitron
AT1TE03865	false	1185353	1185394	ATREP1	RC/Helitron
AT1TE67505	true	20439326	20439364	ATREP4	RC/Helitron
AT1TE73200	true	22166385	22166471	VANDAL20	DNA/MuDR
AT1TE64640	true	19533679	19533765	HELITRON5	RC/Helitron
AT1TE51860	false	15758391	15758475	ATGP5	LTR/Gypsy
AT1TE36905	true	11410727	11410813	HELITRONY1A	RC/Helitron
AT1TE42860	true	13121472	13121558	ATLINE1_3A	LINE/L1
AT1TE40405	false	12425561	12425646	HELITRONY1E	RC/Helitron
AT1TE18270	true	5653689	5653775	ATCOPIA28	LTR/Copia
AT1TE60340	true	18214048	18214134	VANDAL15	DNA/MuDR
AT1TE57470	false	17345102	17345186	ATREP4	RC/Helitron
AT1TE25780	false	8012601	8012685	TNAT1A	DNA
AT1TE51890	true	15761085	15761176	ATGP1	LTR/Gypsy
AT1TE37285	true	11523518	11523550	HELITRONY3	RC/Helitron
AT1TE65160	true	19716456	19719259	ATREP10D	RC/Helitron
AT1TE60785	true	18339764	18339852	ATCOPIA68	LTR/Copia
AT1TE51030	true	15454825	15454913	ATGP10	LTR/Gypsy
AT1TE25180	false	7830576	7830662	HELITRONY1E	RC/Helitron
AT1TE19400	true	5999194	5999282	ATCOPIA13	LTR/Copia
AT1TE56080	false	16935556	16935642	HELITRONY3	RC/Helitron
AT1TE25650	false	7975779	7975861	ATHPOGON1	DNA/Pogo
AT1TE45340	false	13826736	13826780	ATCOPIA42	LTR/Copia
AT1TE63740	false	19236159	19236223	ATREP5	RC/Helitron
AT1TE51935	false	15765930	15765954	ATENSPM4	DNA/En-Spm
AT1TE82640	true	25180004	25182025	ARNOLDY2	DNA/MuDR
AT1TE37060	false	11454384	11454469	ATLANTYS3	LTR/Gypsy
AT1TE54710	true	16596176	16598192	ARNOLDY1	DNA/MuDR
AT1TE10605	false	3262496	3262581	ATIS112A	DNA/Harbinger
AT1TE56035	true	16923275	16923355	BRODYAGA1A	DNA/MuDR
AT1TE54935	false	16666703	16666788	ATDNA12T3_2	DNA
AT1TE69845	true	21128902	21128957	ATREP4	RC/Helitron
AT1TE43000	true	13172404	13172490	ATREP3	RC/Helitron
AT1TE46770	false	14255844	14257875	ATHILA2	LTR/Gypsy
AT1TE11600	true	3564882	3564973	HELITRONY3	RC/Helitron
AT1TE33350	true	10315744	10317790	ATCOPIA65	LTR/Copia
AT1TE29065	false	9018456	9018550	ATREP3	RC/Helitron
AT1TE98655	true	30170932	30171028	VANDAL5	DNA/MuDR
AT1TE14080	true	4329224	4329320	ATHATN3	DNA/HAT
AT1TE52530	false	15939235	15939329	ATREP3	RC/Helitron
AT1TE50920	false	15429556	15429645	ATREP18	DNA
AT1TE76140	true	23097817	23097882	HELITRONY3	RC/Helitron
AT1TE21480	false	6630259	6630352	ATRE1	LTR/Copia
AT1TE36770	true	11368364	11368459	HELITRONY3	RC/Helitron
AT1TE31740	true	9862557	9862652	HELITRONY1E	RC/Helitron
AT1TE77075	false	23404390	23404483	ATDNAI27T9A	DNA/MuDR
AT1TE01530	true	474081	474176	TSCL	LINE?
AT1TE94625	true	28928128	28928223	HELITRONY1D	RC/Helitron
AT1TE37620	true	11619091	11619156	HELITRONY1E	RC/Helitron
AT1TE71350	false	21622740	21622833	BRODYAGA1A	DNA/MuDR
AT1TE51015	false	15450823	15450854	ATHILA6B	LTR/Gypsy
AT1TE58315	false	17566622	17566717	ATCOPIA68	LTR/Copia
AT1TE24250	false	7528010	7528105	ATREP3	RC/Helitron
AT1TE43405	true	13292187	13292284	META1	LTR/Copia
AT1TE39715	false	12229478	12229573	HELITRONY1D	RC/Helitron
AT1TE61740	true	18627362	18627449	HELITRONY1D	RC/Helitron
AT1TE54615	false	16566605	16566700	VANDAL3	DNA/MuDR
AT1TE46340	false	14114369	14114464	ATHILA4C	LTR/Gypsy
AT1TE56305	false	16999392	16999476	ATREP3	RC/Helitron
AT1TE64815	true	19593889	19593931	ATREP11	RC/Helitron
AT1TE65900	false	19933637	19933732	ATREP10D	RC/Helitron
AT1TE67195	false	20333421	20333516	ATMUNX1	DNA/MuDR
AT1TE57635	false	17404745	17406246	ATREP10A	RC/Helitron
AT1TE56085	true	16935643	16935740	ATREP11	RC/Helitron
AT1TE51195	false	15554137	15554229	ATHILA6B	LTR/Gypsy
AT1TE46345	false	14114465	14114486	ATHILA4C	LTR/Gypsy
AT1TE35315	true	10931894	10931943	ATREP3	RC/Helitron
AT1TE66090	false	19993687	19995733	ATREP3	RC/Helitron
AT1TE39160	true	12084097	12084194	ATREP8	RC/Helitron
AT1TE54065	false	16406477	16406569	ENDOVIR1	LTR/Copia
AT1TE95550	false	29207931	29208023	BRODYAGA1A	DNA/MuDR
AT1TE51625	true	15674570	15674643	HELITRON1	RC/Helitron
AT1TE39945	true	12291133	12291225	ATREP15	RC/Helitron
AT1TE89070	false	27221233	27221323	HELITRONY1D	RC/Helitron
AT1TE45860	true	13971993	13974028	ATGP2N	LTR/Gypsy
AT1TE41495	false	12733351	12733441	LIMPET1	DNA/MuDR
AT1TE34175	true	10569321	10569404	ATREP15	RC/Helitron
AT1TE50565	false	15341982	15342029	ATREP18	DNA
AT1TE94340	false	28842889	28842979	VANDAL8	DNA/MuDR
AT1TE23555	true	7296463	7296507	ATREP9	RC/Helitron
AT1TE76530	true	23213593	23215627	ATREP3	RC/Helitron
AT1TE59000	false	17766177	17766266	RathE1_cons	RathE1_cons
AT1TE57835	true	17449916	17449980	ARNOLD4	DNA/MuDR
AT1TE21795	true	6737671	6737763	HELITRONY3	RC/Helitron
AT1TE74960	false	22731396	22731485	ATHILA7	LTR/Gypsy
AT1TE53610	false	16278646	16278736	ATREP11A	RC/Helitron
AT1TE66890	true	20245405	20245497	ATCOPIA68	LTR/Copia
AT1TE43960	true	13437315	13439349	ATREP11	RC/Helitron
AT1TE37130	true	11474999	11475090	ATCOPIA26	LTR/Copia
AT1TE12090	false	3715119	3715209	ATLANTYS1	LTR/Gypsy
AT1TE70795	true	21449264	21449290	HELITRONY1E	RC/Helitron
AT1TE47230	false	14357678	14358254	ATHILA4	LTR/Gypsy
AT1TE63980	true	19303912	19304006	ATDNAI27T9A	DNA/MuDR
AT1TE22760	true	7037488	7037582	ARNOLDY2	DNA/MuDR
AT1TE92150	false	28160501	28160593	ATREP11	RC/Helitron
AT1TE54730	false	16601425	16601517	ATREP11	RC/Helitron
AT1TE67015	true	20280074	20280167	ARNOLD2	DNA/MuDR
AT1TE47450	false	14403331	14403907	ATHILA4	LTR/Gypsy
AT1TE86170	true	26306853	26306946	ATREP2A	RC/Helitron
AT1TE40180	false	12347002	12347086	ATMU7	DNA/MuDR
AT1TE98925	false	30255514	30255811	ATREP3	RC/Helitron
AT1TE12660	true	3894686	3894779	ATCOPIA37	LTR/Copia
AT1TE04220	true	1293504	1293596	SIMPLEHAT2	DNA/HAT
AT1TE44535	true	13597675	13599711	ATHILA4B_LTR	LTR/Gypsy
AT1TE57650	false	17406453	17406544	ATHILA4C	LTR/Gypsy
AT1TE52720	false	15993773	15993864	ATDNAI27T9A	DNA/MuDR
AT1TE60190	true	18164439	18164532	VANDAL15	DNA/MuDR
AT1TE45580	false	13895843	13895927	AT9NMU1	DNA/MuDR
AT1TE53780	true	16340646	16340675	ATREP10D	RC/Helitron
AT1TE14325	true	4411795	4411881	ATLINE1_3A	LINE/L1
AT1TE00010	true	11897	11976	ATCOPIA24	LTR/Copia
AT1TE45175	true	13786685	13795195	ATHILA6A	LTR/Gypsy
AT1TE46390	false	14125085	14127032	ATHILA6B	LTR/Gypsy
AT1TE42985	true	13171301	13171359	ATREP3	RC/Helitron
AT1TE33335	false	10314649	10314725	BRODYAGA2	DNA/MuDR
AT1TE40350	false	12406582	12406659	ATCOPIA57	LTR/Copia
AT1TE33790	false	10456764	10456841	VANDAL20	DNA/MuDR
AT1TE72375	false	21932883	21932948	ATREP10D	RC/Helitron
AT1TE11730	false	3605062	3605139	ATHILA8B	LTR/Gypsy
AT1TE21790	true	6735679	6737670	ATREP3	RC/Helitron
AT1TE46780	false	14259092	14261082	ATHILA2	LTR/Gypsy
AT1TE29760	false	9235669	9235746	ARNOLDY1	DNA/MuDR
AT1TE27035	false	8375372	8375449	ATREP10B	RC/Helitron
AT1TE08430	false	2588453	2588505	ATREP2	RC/Helitron
AT1TE53920	true	16361176	16361214	ARNOLDY1	DNA/MuDR
AT1TE93325	true	28527673	28527752	ARNOLD1	DNA/MuDR
AT1TE19050	true	5890525	5890604	ATTIRX1A	DNA
AT1TE55130	false	16705843	16705920	HELITRONY1D	RC/Helitron
AT1TE69810	true	21125757	21125793	ATLANTYS3	LTR/Gypsy
AT1TE34320	true	10604987	10605010	ATENSPM10	DNA/En-Spm
AT1TE35450	false	10978569	10978647	RathE2_cons	RathE2_cons
AT1TE52625	false	15969163	15969241	VANDAL3	DNA/MuDR
AT1TE50575	false	15342073	15344365	ATREP18	DNA
AT1TE07365	false	2254644	2254722	ATREP4	RC/Helitron
AT1TE38320	false	11826418	11826496	ATREP10D	RC/Helitron
AT1TE58495	true	17621888	17621958	ATLANTYS3	LTR/Gypsy
AT1TE58225	true	17554347	17554366	ATREP10D	RC/Helitron
AT1TE81900	true	24937493	24937572	RathE1_cons	RathE1_cons
AT1TE64480	true	19476546	19476625	ATLINE1A	LINE/L1
AT1TE59215	false	17838943	17839001	ATREP3	RC/Helitron
AT1TE40575	false	12468656	12468734	ATCOPIA13	LTR/Copia
AT1TE67610	true	20466694	20466774	HELITRONY1A	RC/Helitron
AT1TE98895	false	30250621	30250699	ATREP3	RC/Helitron
AT1TE10570	false	3252265	3252343	ATDNAI27T9C	DNA/MuDR
AT1TE70810	true	21455991	21456069	ATREP3	RC/Helitron
AT1TE56375	true	17021909	17021987	RathE2_cons	RathE2_cons
AT1TE63795	true	19250495	19250573	ATSINE4	SINE
AT1TE39770	true	12241495	12241571	ATREP1	RC/Helitron
AT1TE85050	true	25954686	25954762	ATLINEIII	LINE/L1
AT1TE62280	false	18789719	18789793	HELITRONY3	RC/Helitron
AT1TE46990	false	14303553	14305530	ATREP3	RC/Helitron
AT1TE78700	false	23918862	23918936	ATGP8	LTR/Gypsy
AT1TE82655	true	25186014	25186090	HELITRONY3	RC/Helitron
AT1TE22705	false	7024566	7024640	ATMU6	DNA/MuDR
AT1TE21375	true	6594619	6594664	HELITRONY3	RC/Helitron
AT1TE62470	false	18846375	18854882	ATENSPM5	DNA/En-Spm
AT1TE02550	true	782944	782971	ATREP3	RC/Helitron
AT1TE32710	false	10144109	10144182	BRODYAGA1A	DNA/MuDR
AT1TE57410	false	17322985	17323059	LIMPET1	DNA/MuDR
AT1TE20980	false	6470399	6470472	RathE1_cons	RathE1_cons
AT1TE03835	true	1174892	1174958	HELITRONY1D	RC/Helitron
AT1TE48850	true	14910879	14912856	ATHILA6B	LTR/Gypsy
AT1TE57590	false	17392184	17392257	RathE2_cons	RathE2_cons
AT1TE58745	true	17690660	17690741	VANDAL18NB	DNA/MuDR
AT1TE53295	false	16168119	16168193	ATCOPIA28	LTR/Copia
AT1TE39015	false	12040655	12040676	ATREP10D	RC/Helitron
AT1TE40135	false	12339187	12339263	HELITRONY3	RC/Helitron
AT1TE39200	true	12096671	12096692	ATREP5	RC/Helitron
AT1TE37040	false	11451873	11451909	HELITRONY1A	RC/Helitron
AT1TE48725	false	14835288	14835313	ATHILA6A	LTR/Gypsy
AT1TE41275	false	12638701	12638777	ATENSPM3	DNA/En-Spm
AT1TE43005	true	13172847	13172925	VANDAL13	DNA/MuDR
AT1TE52560	false	15947054	15947121	ATREP15	RC/Helitron
AT1TE25690	true	7986421	7986482	HELITRONY3	RC/Helitron
AT1TE03870	false	1185395	1185428	BRODYAGA1A	DNA/MuDR
AT1TE53835	false	16348020	16348075	ENDOVIR1	LTR/Copia
AT1TE69715	false	21104831	21104859	HELITRONY1D	RC/Helitron
AT1TE70170	true	21237189	21237265	ATSINE4	SINE
AT1TE64230	false	19390446	19390480	ARNOLDY1	DNA/MuDR
AT1TE73870	true	22379760	22379837	ATCOPIA21	LTR/Copia
